2019 Federal Election House of Representatives First Preferences By Candidate By Polling Place for NT [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-07-01T15:26:29 Cycle:137da0a3-a392-4005-ac62-0e82b00a6d5e Created:2019-07-01T15:24:49 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NT,307,Solomon,38314,Malak,33031,PARISH,Timothy,4,N,N,GRN,The Greens,114,3.57
NT,307,Solomon,38314,Malak,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,36,3.63
NT,307,Solomon,38314,Malak,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,43,4.33
NT,307,Solomon,38314,Malak,999,Informal,Informal,999,N,N,,Informal,42,-4.48
NT,307,Solomon,83440,Millner,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,417,0.79
NT,307,Solomon,83440,Millner,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,24,1.57
NT,307,Solomon,83440,Millner,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),268,0.06
NT,307,Solomon,83440,Millner,33031,PARISH,Timothy,4,N,N,GRN,The Greens,165,0.75
NT,307,Solomon,83440,Millner,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,24,2.59
NT,307,Solomon,83440,Millner,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,28,3.02
NT,307,Solomon,83440,Millner,999,Informal,Informal,999,N,N,,Informal,44,-3.71
NT,307,Solomon,8721,Moil,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,496,-4.56
NT,307,Solomon,8721,Moil,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,39,0.84
NT,307,Solomon,8721,Moil,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),381,4.32
NT,307,Solomon,8721,Moil,33031,PARISH,Timothy,4,N,N,GRN,The Greens,183,3.58
NT,307,Solomon,8721,Moil,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,31,2.63
NT,307,Solomon,8721,Moil,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,50,4.24
NT,307,Solomon,8721,Moil,999,Informal,Informal,999,N,N,,Informal,59,-4.83
NT,307,Solomon,8722,Nakara,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,713,-2.57
NT,307,Solomon,8722,Nakara,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,46,1.04
NT,307,Solomon,8722,Nakara,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),499,-0.52
NT,307,Solomon,8722,Nakara,33031,PARISH,Timothy,4,N,N,GRN,The Greens,257,3.86
NT,307,Solomon,8722,Nakara,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,42,2.6
NT,307,Solomon,8722,Nakara,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,56,3.47
NT,307,Solomon,8722,Nakara,999,Informal,Informal,999,N,N,,Informal,75,-2.09
NT,307,Solomon,8724,Nightcliff,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,268,1.34
NT,307,Solomon,8724,Nightcliff,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,7,0.13
NT,307,Solomon,8724,Nightcliff,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),162,-4.35
NT,307,Solomon,8724,Nightcliff,33031,PARISH,Timothy,4,N,N,GRN,The Greens,162,6.53
NT,307,Solomon,8724,Nightcliff,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,19,2.99
NT,307,Solomon,8724,Nightcliff,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,18,2.83
NT,307,Solomon,8724,Nightcliff,999,Informal,Informal,999,N,N,,Informal,29,-3.04
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,1915,-3.74
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,159,1.18
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),2431,7.14
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,33031,PARISH,Timothy,4,N,N,GRN,The Greens,393,1.13
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,186,3.43
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,337,6.22
NT,307,Solomon,34249,Palmerston SOLOMON PPVC,999,Informal,Informal,999,N,N,,Informal,290,-2.28
NT,307,Solomon,8726,Parap,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,395,0.75
NT,307,Solomon,8726,Parap,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,20,0.38
NT,307,Solomon,8726,Parap,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),444,-1.01
NT,307,Solomon,8726,Parap,33031,PARISH,Timothy,4,N,N,GRN,The Greens,191,4.85
NT,307,Solomon,8726,Parap,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,22,1.99
NT,307,Solomon,8726,Parap,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,36,3.25
NT,307,Solomon,8726,Parap,999,Informal,Informal,999,N,N,,Informal,49,-0.72
NT,307,Solomon,97427,Parap East,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,339,3.32
NT,307,Solomon,97427,Parap East,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,19,0.71
NT,307,Solomon,97427,Parap East,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),331,-3.76
NT,307,Solomon,97427,Parap East,33031,PARISH,Timothy,4,N,N,GRN,The Greens,143,3.73
NT,307,Solomon,97427,Parap East,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,18,2.03
NT,307,Solomon,97427,Parap East,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,37,4.17
NT,307,Solomon,97427,Parap East,999,Informal,Informal,999,N,N,,Informal,27,-2.01
NT,307,Solomon,8729,Rapid Creek,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,700,-4.5
NT,307,Solomon,8729,Rapid Creek,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,28,0.59
NT,307,Solomon,8729,Rapid Creek,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),552,2.96
NT,307,Solomon,8729,Rapid Creek,33031,PARISH,Timothy,4,N,N,GRN,The Greens,358,3.75
NT,307,Solomon,8729,Rapid Creek,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,44,2.53
NT,307,Solomon,8729,Rapid Creek,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,59,3.39
NT,307,Solomon,8729,Rapid Creek,999,Informal,Informal,999,N,N,,Informal,66,-4.72
NT,307,Solomon,65151,Rosebery,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,420,-8.93
NT,307,Solomon,65151,Rosebery,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,36,-0.11
NT,307,Solomon,65151,Rosebery,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),505,10.18
NT,307,Solomon,65151,Rosebery,33031,PARISH,Timothy,4,N,N,GRN,The Greens,94,2.21
NT,307,Solomon,65151,Rosebery,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,45,3.86
NT,307,Solomon,65151,Rosebery,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,66,5.66
NT,307,Solomon,65151,Rosebery,999,Informal,Informal,999,N,N,,Informal,57,-4.11
NT,307,Solomon,34131,Special Hospital Team 1,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,53,6.5
NT,307,Solomon,34131,Special Hospital Team 1,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,5,3.86
NT,307,Solomon,34131,Special Hospital Team 1,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),28,-8.87
NT,307,Solomon,34131,Special Hospital Team 1,33031,PARISH,Timothy,4,N,N,GRN,The Greens,5,-3.65
NT,307,Solomon,34131,Special Hospital Team 1,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,5,5.05
NT,307,Solomon,34131,Special Hospital Team 1,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,3,3.03
NT,307,Solomon,34131,Special Hospital Team 1,999,Informal,Informal,999,N,N,,Informal,6,-2.95
NT,307,Solomon,97462,Special Hospital Team 2,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,27,-15.64
NT,307,Solomon,97462,Special Hospital Team 2,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,3,2.3
NT,307,Solomon,97462,Special Hospital Team 2,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),49,19.83
NT,307,Solomon,97462,Special Hospital Team 2,33031,PARISH,Timothy,4,N,N,GRN,The Greens,3,-5.21
NT,307,Solomon,97462,Special Hospital Team 2,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,2,2.33
NT,307,Solomon,97462,Special Hospital Team 2,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,2,2.33
NT,307,Solomon,97462,Special Hospital Team 2,999,Informal,Informal,999,N,N,,Informal,7,-1.13
NT,307,Solomon,8732,Stuart Park,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,510,0.86
NT,307,Solomon,8732,Stuart Park,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,24,0.3
NT,307,Solomon,8732,Stuart Park,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),465,-2.05
NT,307,Solomon,8732,Stuart Park,33031,PARISH,Timothy,4,N,N,GRN,The Greens,175,3.08
NT,307,Solomon,8732,Stuart Park,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,24,1.91
NT,307,Solomon,8732,Stuart Park,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,61,4.85
NT,307,Solomon,8732,Stuart Park,999,Informal,Informal,999,N,N,,Informal,42,-2.71
NT,307,Solomon,8734,Wanguri,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,790,-3.74
NT,307,Solomon,8734,Wanguri,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,46,0.64
NT,307,Solomon,8734,Wanguri,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),558,1.83
NT,307,Solomon,8734,Wanguri,33031,PARISH,Timothy,4,N,N,GRN,The Greens,207,3.76
NT,307,Solomon,8734,Wanguri,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,36,2.1
NT,307,Solomon,8734,Wanguri,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,80,4.66
NT,307,Solomon,8734,Wanguri,999,Informal,Informal,999,N,N,,Informal,75,-2.75
NT,307,Solomon,32593,Woodroffe,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,217,-5.43
NT,307,Solomon,32593,Woodroffe,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,15,1.18
NT,307,Solomon,32593,Woodroffe,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),189,4.39
NT,307,Solomon,32593,Woodroffe,33031,PARISH,Timothy,4,N,N,GRN,The Greens,57,1.63
NT,307,Solomon,32593,Woodroffe,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,19,3.53
NT,307,Solomon,32593,Woodroffe,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,42,7.79
NT,307,Solomon,32593,Woodroffe,999,Informal,Informal,999,N,N,,Informal,34,-5.9
