2019 Federal Election House of Representatives First Preferences By Candidate By Polling Place for NT [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-07-01T15:26:29 Cycle:137da0a3-a392-4005-ac62-0e82b00a6d5e Created:2019-07-01T15:24:49 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NT,306,Lingiari,82791,Remote Mobile Team 18,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,24,1.92
NT,306,Lingiari,82791,Remote Mobile Team 18,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),304,2.39
NT,306,Lingiari,82791,Remote Mobile Team 18,999,Informal,Informal,999,N,N,,Informal,60,-6.16
NT,306,Lingiari,83193,Remote Mobile Team 19,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,654,2.45
NT,306,Lingiari,83193,Remote Mobile Team 19,33034,HANNA,George,2,N,N,GRN,The Greens,75,1.8
NT,306,Lingiari,83193,Remote Mobile Team 19,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,24,1.9
NT,306,Lingiari,83193,Remote Mobile Team 19,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,53,0.25
NT,306,Lingiari,83193,Remote Mobile Team 19,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,28,2.22
NT,306,Lingiari,83193,Remote Mobile Team 19,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),426,11.88
NT,306,Lingiari,83193,Remote Mobile Team 19,999,Informal,Informal,999,N,N,,Informal,74,-5.19
NT,306,Lingiari,34148,Remote Mobile Team 2,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,797,20.65
NT,306,Lingiari,34148,Remote Mobile Team 2,33034,HANNA,George,2,N,N,GRN,The Greens,28,-1.69
NT,306,Lingiari,34148,Remote Mobile Team 2,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,19,1.67
NT,306,Lingiari,34148,Remote Mobile Team 2,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,33,-1.06
NT,306,Lingiari,34148,Remote Mobile Team 2,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,7,0.62
NT,306,Lingiari,34148,Remote Mobile Team 2,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),253,0.32
NT,306,Lingiari,34148,Remote Mobile Team 2,999,Informal,Informal,999,N,N,,Informal,147,0.71
NT,306,Lingiari,83194,Remote Mobile Team 20,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,276,18.7
NT,306,Lingiari,83194,Remote Mobile Team 20,33034,HANNA,George,2,N,N,GRN,The Greens,34,4.25
NT,306,Lingiari,83194,Remote Mobile Team 20,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,5,1.23
NT,306,Lingiari,83194,Remote Mobile Team 20,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,7,-2.23
NT,306,Lingiari,83194,Remote Mobile Team 20,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,10,2.47
NT,306,Lingiari,83194,Remote Mobile Team 20,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),73,-3.91
NT,306,Lingiari,83194,Remote Mobile Team 20,999,Informal,Informal,999,N,N,,Informal,12,-7.86
NT,306,Lingiari,83195,Remote Mobile Team 21,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,222,30.12
NT,306,Lingiari,83195,Remote Mobile Team 21,33034,HANNA,George,2,N,N,GRN,The Greens,17,1.94
NT,306,Lingiari,83195,Remote Mobile Team 21,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,1,0.36
NT,306,Lingiari,83195,Remote Mobile Team 21,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,6,-1.81
NT,306,Lingiari,83195,Remote Mobile Team 21,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,5,1.79
NT,306,Lingiari,83195,Remote Mobile Team 21,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),28,-11.89
NT,306,Lingiari,83195,Remote Mobile Team 21,999,Informal,Informal,999,N,N,,Informal,15,-5.64
NT,306,Lingiari,34149,Remote Mobile Team 3,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,402,16.13
NT,306,Lingiari,34149,Remote Mobile Team 3,33034,HANNA,George,2,N,N,GRN,The Greens,16,-1.54
NT,306,Lingiari,34149,Remote Mobile Team 3,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,10,1.63
NT,306,Lingiari,34149,Remote Mobile Team 3,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,16,-1.35
NT,306,Lingiari,34149,Remote Mobile Team 3,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,9,1.47
NT,306,Lingiari,34149,Remote Mobile Team 3,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),160,4.17
NT,306,Lingiari,34149,Remote Mobile Team 3,999,Informal,Informal,999,N,N,,Informal,45,-3.9
NT,306,Lingiari,34150,Remote Mobile Team 4,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,412,7.22
NT,306,Lingiari,34150,Remote Mobile Team 4,33034,HANNA,George,2,N,N,GRN,The Greens,42,1.63
NT,306,Lingiari,34150,Remote Mobile Team 4,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,19,2.61
NT,306,Lingiari,34150,Remote Mobile Team 4,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,30,0.17
NT,306,Lingiari,34150,Remote Mobile Team 4,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,27,3.71
NT,306,Lingiari,34150,Remote Mobile Team 4,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),197,5.17
NT,306,Lingiari,34150,Remote Mobile Team 4,999,Informal,Informal,999,N,N,,Informal,60,-3.12
NT,306,Lingiari,34151,Remote Mobile Team 5,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,992,29.78
NT,306,Lingiari,34151,Remote Mobile Team 5,33034,HANNA,George,2,N,N,GRN,The Greens,50,-0.16
NT,306,Lingiari,34151,Remote Mobile Team 5,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,12,0.96
NT,306,Lingiari,34151,Remote Mobile Team 5,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,57,0.59
NT,306,Lingiari,34151,Remote Mobile Team 5,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,4,0.32
NT,306,Lingiari,34151,Remote Mobile Team 5,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),137,-10.99
NT,306,Lingiari,34151,Remote Mobile Team 5,999,Informal,Informal,999,N,N,,Informal,101,-3.28
NT,306,Lingiari,34152,Remote Mobile Team 6,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,638,34.5
NT,306,Lingiari,34152,Remote Mobile Team 6,33034,HANNA,George,2,N,N,GRN,The Greens,20,-1.52
NT,306,Lingiari,34152,Remote Mobile Team 6,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,7,0.92
NT,306,Lingiari,34152,Remote Mobile Team 6,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,24,-0.8
NT,306,Lingiari,34152,Remote Mobile Team 6,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,10,1.32
NT,306,Lingiari,34152,Remote Mobile Team 6,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),61,-13.9
NT,306,Lingiari,34152,Remote Mobile Team 6,999,Informal,Informal,999,N,N,,Informal,101,0.99
NT,306,Lingiari,34153,Remote Mobile Team 7,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,507,1.1
NT,306,Lingiari,34153,Remote Mobile Team 7,33034,HANNA,George,2,N,N,GRN,The Greens,55,1.33
NT,306,Lingiari,34153,Remote Mobile Team 7,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,23,2.29
NT,306,Lingiari,34153,Remote Mobile Team 7,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,68,2.82
NT,306,Lingiari,34153,Remote Mobile Team 7,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,23,2.29
NT,306,Lingiari,34153,Remote Mobile Team 7,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),327,10.67
NT,306,Lingiari,34153,Remote Mobile Team 7,999,Informal,Informal,999,N,N,,Informal,51,-5.9
NT,306,Lingiari,34154,Remote Mobile Team 8,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,499,11.63
NT,306,Lingiari,34154,Remote Mobile Team 8,33034,HANNA,George,2,N,N,GRN,The Greens,48,1.73
NT,306,Lingiari,34154,Remote Mobile Team 8,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,11,1.35
NT,306,Lingiari,34154,Remote Mobile Team 8,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,62,3.63
NT,306,Lingiari,34154,Remote Mobile Team 8,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,56,6.85
NT,306,Lingiari,34154,Remote Mobile Team 8,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),141,-4.67
NT,306,Lingiari,34154,Remote Mobile Team 8,999,Informal,Informal,999,N,N,,Informal,73,-2.54
NT,306,Lingiari,34155,Remote Mobile Team 9,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,548,18.79
NT,306,Lingiari,34155,Remote Mobile Team 9,33034,HANNA,George,2,N,N,GRN,The Greens,19,-1.78
NT,306,Lingiari,34155,Remote Mobile Team 9,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,12,1.49
NT,306,Lingiari,34155,Remote Mobile Team 9,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,50,2.27
NT,306,Lingiari,34155,Remote Mobile Team 9,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,15,1.87
NT,306,Lingiari,34155,Remote Mobile Team 9,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),159,-2.13
NT,306,Lingiari,34155,Remote Mobile Team 9,999,Informal,Informal,999,N,N,,Informal,40,-6
NT,306,Lingiari,8731,Sadadeen,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,357,-0.78
NT,306,Lingiari,8731,Sadadeen,33034,HANNA,George,2,N,N,GRN,The Greens,137,-1.86
NT,306,Lingiari,8731,Sadadeen,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,15,1.8
NT,306,Lingiari,8731,Sadadeen,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,12,-1.52
NT,306,Lingiari,8731,Sadadeen,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,22,2.64
NT,306,Lingiari,8731,Sadadeen,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),290,6.33
NT,306,Lingiari,8731,Sadadeen,999,Informal,Informal,999,N,N,,Informal,33,-0.69
NT,306,Lingiari,97528,Special Hospital Team 1,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,3,13.25
NT,306,Lingiari,97528,Special Hospital Team 1,33034,HANNA,George,2,N,N,GRN,The Greens,0,-6.03
NT,306,Lingiari,97528,Special Hospital Team 1,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,0,0
NT,306,Lingiari,97528,Special Hospital Team 1,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,0,-2.54
NT,306,Lingiari,97528,Special Hospital Team 1,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,0,0
NT,306,Lingiari,97528,Special Hospital Team 1,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),2,10.31
NT,306,Lingiari,97528,Special Hospital Team 1,999,Informal,Informal,999,N,N,,Informal,0,-7.68
NT,306,Lingiari,8888,Tindal,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,65,10.77
NT,306,Lingiari,8888,Tindal,33034,HANNA,George,2,N,N,GRN,The Greens,20,2.88
NT,306,Lingiari,8888,Tindal,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,12,5.13
NT,306,Lingiari,8888,Tindal,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,7,-0.31
NT,306,Lingiari,8888,Tindal,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,15,6.41
NT,306,Lingiari,8888,Tindal,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),115,2.47
NT,306,Lingiari,8888,Tindal,999,Informal,Informal,999,N,N,,Informal,15,1.51
NT,306,Lingiari,65142,Wagait Beach,32740,SNOWDON,Warren,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,64,1.4
NT,306,Lingiari,65142,Wagait Beach,33034,HANNA,George,2,N,N,GRN,The Greens,22,-6.3
NT,306,Lingiari,65142,Wagait Beach,32734,HODGSON,Daniel Isaac,3,N,N,UAPP,United Australia Party,4,2.4
NT,306,Lingiari,65142,Wagait Beach,33014,McCARTHY,Regina,4,N,N,RUA,Rise Up Australia Party,2,-2.39
NT,306,Lingiari,65142,Wagait Beach,33028,MacFARLANE,Hamish,5,N,N,IND,Independent,14,8.38
NT,306,Lingiari,65142,Wagait Beach,33045,PRICE,Jacinta,6,N,N,CLP,Country Liberals (NT),61,9.34
NT,306,Lingiari,65142,Wagait Beach,999,Informal,Informal,999,N,N,,Informal,4,-2.07
NT,307,Solomon,8703,Anula,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,499,-3.08
NT,307,Solomon,8703,Anula,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,13,0.15
NT,307,Solomon,8703,Anula,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),370,1.49
NT,307,Solomon,8703,Anula,33031,PARISH,Timothy,4,N,N,GRN,The Greens,143,3.74
NT,307,Solomon,8703,Anula,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,27,2.44
NT,307,Solomon,8703,Anula,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,56,5.05
NT,307,Solomon,8703,Anula,999,Informal,Informal,999,N,N,,Informal,53,-2.56
NT,307,Solomon,33137,Bakewell,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,628,-5.37
NT,307,Solomon,33137,Bakewell,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,46,0.86
NT,307,Solomon,33137,Bakewell,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),549,8.77
NT,307,Solomon,33137,Bakewell,33031,PARISH,Timothy,4,N,N,GRN,The Greens,137,3.1
NT,307,Solomon,33137,Bakewell,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,51,3.43
NT,307,Solomon,33137,Bakewell,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,77,5.17
NT,307,Solomon,33137,Bakewell,999,Informal,Informal,999,N,N,,Informal,94,-1.25
NT,307,Solomon,8705,Berrimah,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,81,4.97
NT,307,Solomon,8705,Berrimah,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,4,-1.79
NT,307,Solomon,8705,Berrimah,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),102,-3.3
NT,307,Solomon,8705,Berrimah,33031,PARISH,Timothy,4,N,N,GRN,The Greens,26,3.41
NT,307,Solomon,8705,Berrimah,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,10,4.24
NT,307,Solomon,8705,Berrimah,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,13,5.51
NT,307,Solomon,8705,Berrimah,999,Informal,Informal,999,N,N,,Informal,21,-0.92
NT,307,Solomon,65623,BLV Solomon PPVC,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,1,33.33
NT,307,Solomon,65623,BLV Solomon PPVC,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,0,0
NT,307,Solomon,65623,BLV Solomon PPVC,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),1,-66.67
NT,307,Solomon,65623,BLV Solomon PPVC,33031,PARISH,Timothy,4,N,N,GRN,The Greens,0,0
NT,307,Solomon,65623,BLV Solomon PPVC,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,0,0
NT,307,Solomon,65623,BLV Solomon PPVC,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,1,33.33
NT,307,Solomon,65623,BLV Solomon PPVC,999,Informal,Informal,999,N,N,,Informal,0,0
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,3678,0.77
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,144,0.7
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),3110,4.41
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,33031,PARISH,Timothy,4,N,N,GRN,The Greens,899,-0.45
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,192,2.3
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,325,3.89
NT,307,Solomon,34248,Casuarina SOLOMON PPVC,999,Informal,Informal,999,N,N,,Informal,395,-1.75
NT,307,Solomon,8709,Darwin,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,630,0.27
NT,307,Solomon,8709,Darwin,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,25,0.17
NT,307,Solomon,8709,Darwin,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),593,-1.36
NT,307,Solomon,8709,Darwin,33031,PARISH,Timothy,4,N,N,GRN,The Greens,231,3.91
NT,307,Solomon,8709,Darwin,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,49,3.04
NT,307,Solomon,8709,Darwin,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,84,5.21
NT,307,Solomon,8709,Darwin,999,Informal,Informal,999,N,N,,Informal,67,-2.65
NT,307,Solomon,34139,Darwin SOLOMON PPVC,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,2726,0.35
NT,307,Solomon,34139,Darwin SOLOMON PPVC,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,90,0.2
NT,307,Solomon,34139,Darwin SOLOMON PPVC,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),3348,2.58
NT,307,Solomon,34139,Darwin SOLOMON PPVC,33031,PARISH,Timothy,4,N,N,GRN,The Greens,788,0.95
NT,307,Solomon,34139,Darwin SOLOMON PPVC,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,163,2.19
NT,307,Solomon,34139,Darwin SOLOMON PPVC,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,322,4.33
NT,307,Solomon,34139,Darwin SOLOMON PPVC,999,Informal,Informal,999,N,N,,Informal,247,-1.47
NT,307,Solomon,34135,Divisional Office (PREPOLL),32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,0,-42.71
NT,307,Solomon,34135,Divisional Office (PREPOLL),33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,0,0
NT,307,Solomon,34135,Divisional Office (PREPOLL),33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),0,-27.08
NT,307,Solomon,34135,Divisional Office (PREPOLL),33031,PARISH,Timothy,4,N,N,GRN,The Greens,0,-11.46
NT,307,Solomon,34135,Divisional Office (PREPOLL),32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,0,0
NT,307,Solomon,34135,Divisional Office (PREPOLL),33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,0,0
NT,307,Solomon,34135,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,0,-8.57
NT,307,Solomon,8725,Driver,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,488,-6.2
NT,307,Solomon,8725,Driver,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,34,0.16
NT,307,Solomon,8725,Driver,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),490,6.1
NT,307,Solomon,8725,Driver,33031,PARISH,Timothy,4,N,N,GRN,The Greens,149,3.86
NT,307,Solomon,8725,Driver,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,47,3.62
NT,307,Solomon,8725,Driver,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,89,6.86
NT,307,Solomon,8725,Driver,999,Informal,Informal,999,N,N,,Informal,90,-1.25
NT,307,Solomon,32595,Durack,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,361,-5.03
NT,307,Solomon,32595,Durack,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,21,-1.51
NT,307,Solomon,32595,Durack,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),544,11.08
NT,307,Solomon,32595,Durack,33031,PARISH,Timothy,4,N,N,GRN,The Greens,97,2.96
NT,307,Solomon,32595,Durack,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,23,2.11
NT,307,Solomon,32595,Durack,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,44,4.04
NT,307,Solomon,32595,Durack,999,Informal,Informal,999,N,N,,Informal,71,-1.03
NT,307,Solomon,8887,Gray,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,343,-3.36
NT,307,Solomon,8887,Gray,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,25,0.94
NT,307,Solomon,8887,Gray,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),230,2.28
NT,307,Solomon,8887,Gray,33031,PARISH,Timothy,4,N,N,GRN,The Greens,109,5.51
NT,307,Solomon,8887,Gray,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,31,3.96
NT,307,Solomon,8887,Gray,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,44,5.63
NT,307,Solomon,8887,Gray,999,Informal,Informal,999,N,N,,Informal,69,-1.2
NT,307,Solomon,8716,Karama,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,745,-0.7
NT,307,Solomon,8716,Karama,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,50,0.28
NT,307,Solomon,8716,Karama,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),447,4.02
NT,307,Solomon,8716,Karama,33031,PARISH,Timothy,4,N,N,GRN,The Greens,132,0.64
NT,307,Solomon,8716,Karama,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,41,2.74
NT,307,Solomon,8716,Karama,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,79,5.29
NT,307,Solomon,8716,Karama,999,Informal,Informal,999,N,N,,Informal,82,-4.4
NT,307,Solomon,83441,Karama East,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,341,4.11
NT,307,Solomon,83441,Karama East,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,15,-0.57
NT,307,Solomon,83441,Karama East,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),164,-0.96
NT,307,Solomon,83441,Karama East,33031,PARISH,Timothy,4,N,N,GRN,The Greens,59,1.22
NT,307,Solomon,83441,Karama East,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,16,2.54
NT,307,Solomon,83441,Karama East,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,35,5.56
NT,307,Solomon,83441,Karama East,999,Informal,Informal,999,N,N,,Informal,30,-4.88
NT,307,Solomon,8718,Larrakeyah,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,211,3.95
NT,307,Solomon,8718,Larrakeyah,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,16,-0.09
NT,307,Solomon,8718,Larrakeyah,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),316,-5.14
NT,307,Solomon,8718,Larrakeyah,33031,PARISH,Timothy,4,N,N,GRN,The Greens,102,4.74
NT,307,Solomon,8718,Larrakeyah,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,14,2.04
NT,307,Solomon,8718,Larrakeyah,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,26,3.8
NT,307,Solomon,8718,Larrakeyah,999,Informal,Informal,999,N,N,,Informal,14,-3.78
NT,307,Solomon,8719,Leanyer,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,707,-0.21
NT,307,Solomon,8719,Leanyer,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,30,-0.32
NT,307,Solomon,8719,Leanyer,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),604,3.09
NT,307,Solomon,8719,Leanyer,33031,PARISH,Timothy,4,N,N,GRN,The Greens,143,1.11
NT,307,Solomon,8719,Leanyer,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,49,3.08
NT,307,Solomon,8719,Leanyer,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,60,3.77
NT,307,Solomon,8719,Leanyer,999,Informal,Informal,999,N,N,,Informal,72,-4.1
NT,307,Solomon,8720,Ludmilla,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,310,0.16
NT,307,Solomon,8720,Ludmilla,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,27,2.05
NT,307,Solomon,8720,Ludmilla,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),267,1.32
NT,307,Solomon,8720,Ludmilla,33031,PARISH,Timothy,4,N,N,GRN,The Greens,100,2.62
NT,307,Solomon,8720,Ludmilla,32731,RAJWIN,Raj Samson,5,N,N,UAPP,United Australia Party,15,1.97
NT,307,Solomon,8720,Ludmilla,33617,FRASER-ADAMS,Sue,6,N,N,IND,Independent,42,5.52
NT,307,Solomon,8720,Ludmilla,999,Informal,Informal,999,N,N,,Informal,34,-2.36
NT,307,Solomon,38314,Malak,32743,GOSLING,Luke John,1,Y,Y,ALP,Australian Labor Party (Northern Territory) Branch,475,-1.32
NT,307,Solomon,38314,Malak,33016,GIMINI,Lorraine,2,N,N,RUA,Rise Up Australia Party,25,0.27
NT,307,Solomon,38314,Malak,33053,GANLEY,Kathy,3,N,N,CLP,Country Liberals (NT),300,-1.15
